season,studio,gross
Q4 1998,Universal Pictures,135026902.0
Q4 1998,Walt Disney Studios Motion Pictures,471899683.0
Q4 1998,Warner Bros.,228954945.0
Q4 1999,Alliance Atlantis Vivafilm,130572.0
Q4 1999,Artisan Entertainment,22101156.0
Q4 1999,Destination Films,10155690.0
Q4 1999,DreamWorks Distribution,263754967.0
Q4 1999,Eros International,682824.0
Q4 1999,Fine Line Features,1423481.0
Q4 1999,First Look International,544965.0
Q4 1999,First Run,300880.0
Q4 1999,Fox Searchlight Pictures,38352192.0
Q4 1999,Good Machine,2960687.0
Q4 1999,Gramercy Pictures (I),30248781.0
Q4 1999,IMAX,80542223.0
Q4 1999,Kino International,334293.0
Q4 1999,Lionsgate,53847452.0
Q4 1999,Lot 47 Films,254441.0
Q4 1999,Metro-Goldwyn-Mayer (MGM),126943684.0
Q4 1999,Miramax,185508036.0
Q4 1999,New Line Cinema,105178524.0
Q4 1999,New Yorker Films,250899.0
Q4 1999,October Films,6569115.0
Q4 1999,Paramount Classics,98687.0
Q4 1999,Paramount Pictures,259161821.0
Q4 1999,Phaedra Cinema,3736.0
Q4 1999,PolyGram,9898412.0
Q4 1999,Providence Entertainment,12614346.0
Q4 1999,Sceneries Distribution,31738.0
Q4 1999,Sony Pictures Classics,16597498.0
Q4 1999,Sony Pictures Releasing,390692162.0
Q4 1999,Strand Releasing,630263.0
Q4 1999,The Samuel Goldwyn Company,206128.0
Q4 1999,Trimark Pictures,1036818.0
Q4 1999,Twentieth Century Fox,159776239.0
Q4 1999,USA Films,29487662.0
Q4 1999,Universal Pictures,546186948.0
Q4 1999,Walt Disney Studios Motion Pictures,738582625.0
Q4 1999,Warner Bros.,599977604.0
Q4 2000,Alliance Atlantis Vivafilm,777477.0
Q4 2000,Artisan Entertainment,6840145.0
Q4 2000,Artistic License,114882.0
Q4 2000,DreamWorks Distribution,120451035.0
Q4 2000,Eros International,386031.0
Q4 2000,Fine Line Features,12537611.0
Q4 2000,First Look International,544965.0
Q4 2000,First Run,300880.0
Q4 2000,Focus Features,22067453.0
Q4 2000,Fox Searchlight Pictures,20613229.0
Q4 2000,IMAX,89477174.0
Q4 2000,Lionsgate,43149549.0
Q4 2000,Lot 47 Films,1264057.0
Q4 2000,Metro-Goldwyn-Mayer (MGM),127612942.0
Q4 2000,Miramax,178154682.0
Q4 2000,New Line Cinema,133665050.0
Q4 2000,New Yorker Films,114425.0
Q4 2000,Odeon,48333.0
Q4 2000,Paramount Classics,26521713.0
Q4 2000,Paramount Pictures,515781621.0
Q4 2000,Providence Entertainment,12614346.0
Q4 2000,Roxie Releasing,779137.0
Q4 2000,Screen Gems,30328156.0
Q4 2000,Silver Nitrate,43805.0
Q4 2000,Sony Pictures Classics,150921959.0
Q4 2000,Sony Pictures Releasing,462092173.0
Q4 2000,The Samuel Goldwyn Company,206128.0
Q4 2000,Twentieth Century Fox,462031766.0
Q4 2000,USA Films,147763270.0
Q4 2000,Universal Pictures,769316917.0
Q4 2000,Walt Disney Studios Motion Pictures,641012503.0
Q4 2000,Warner Bros.,582345007.0
Q4 2000,WinStar Cinema,1136776.0
Q4 2001,Arrow Releasing,238431.0
Q4 2001,Avatar Films,1418126.0
Q4 2001,Cinema Village Features,2554.0
Q4 2001,Cowboy Pictures,946931.0
Q4 2001,DreamWorks Distribution,67111179.0
Q4 2001,Empire Pictures Inc.,405094.0
Q4 2001,Eros International,304801.0
Q4 2001,Fox Searchlight Pictures,2901447.0
Q4 2001,IDP Distribution,19521.0
Q4 2001,IFC Films,1030920.0
Q4 2001,IMAX,83236600.0
Q4 2001,Lionsgate,57993572.0
Q4 2001,Lot 47 Films,250099.0
Q4 2001,Menemsha Films,2763.0
Q4 2001,Metro-Goldwyn-Mayer (MGM),43003439.0
Q4 2001,Miramax,235894492.0
Q4 2001,New Line Cinema,393299607.0
Q4 2001,Paramount Classics,29493127.0
Q4 2001,Paramount Pictures,486120134.0
Q4 2001,Revolution Studios,151911845.0
Q4 2001,Roxie Releasing,779137.0
Q4 2001,Screen Gems,30328156.0
Q4 2001,Sony Pictures Classics,137691485.0
Q4 2001,Sony Pictures Releasing,323232184.0
Q4 2001,Strand Releasing,174083.0
Q4 2001,Twentieth Century Fox,451121464.0
Q4 2001,USA Films,157387026.0
Q4 2001,Universal Pictures,823924544.0
Q4 2001,Walt Disney Studios Motion Pictures,616306334.0
Q4 2001,Warner Bros.,703733938.0
Q4 2001,WinStar Cinema,1136776.0
Q4 2001,Zeitgeist Films,179914.0
Q4 2002,Arrow Releasing,238431.0
Q4 2002,Artisan Entertainment,30606858.0
Q4 2002,Artistic License,3181.0
Q4 2002,Avatar Films,1418126.0
Q4 2002,Christal Films,341280.0
Q4 2002,Cowboy Pictures,3484402.0
Q4 2002,Dimension Films,3535266.0
Q4 2002,DreamWorks Distribution,293657569.0
Q4 2002,Empire Pictures Inc.,74155.0
Q4 2002,Eros International,119537.0
Q4 2002,Excel Entertainment,4719600.0
Q4 2002,First Look International,31988.0
Q4 2002,First Run,893263.0
Q4 2002,Five & Two Pictures,1285167.0
Q4 2002,Focus Features,15913193.0
Q4 2002,Fox Searchlight Pictures,51311049.0
Q4 2002,IDP Distribution,5717044.0
Q4 2002,IMAX,85170653.0
Q4 2002,Innovation Film Group (IFG),154642.0
Q4 2002,Kino International,10227.0
Q4 2002,Leisure Time Features,9759.0
Q4 2002,Lionsgate,46596844.0
Q4 2002,Lot 47 Films,250099.0
Q4 2002,Magnolia Pictures,48058.0
Q4 2002,Media Partners,1041228.0
Q4 2002,Menemsha Films,2763.0
Q4 2002,Metro-Goldwyn-Mayer (MGM),164676022.0
Q4 2002,Miramax,272415103.0
Q4 2002,New Line Cinema,683100729.0
Q4 2002,New Yorker Films,922536.0
Q4 2002,Newmarket Films,5853194.0
Q4 2002,Paramount Classics,1218595.0
Q4 2002,Paramount Pictures,396884589.0
Q4 2002,Revolution Studios,220120335.0
Q4 2002,Rialto Pictures,6172.0
Q4 2002,Screen Gems,5802652.0
Q4 2002,Seventh Art Releasing,18279.0
Q4 2002,Sony Pictures Classics,29190532.0
Q4 2002,Sony Pictures Releasing,190663078.0
Q4 2002,Strand Releasing,56232.0
Q4 2002,THINKFilm,10410.0
Q4 2002,TLA Releasing,41719.0
Q4 2002,Twentieth Century Fox,322544685.0
Q4 2002,USA Films,25767044.0
Q4 2002,United Artists,21477318.0
Q4 2002,Universal Pictures,568764546.0
Q4 2002,Video Sound,95415.0
Q4 2002,Walt Disney Studios Motion Pictures,601767642.0
Q4 2002,Warner Bros.,968928748.0
Q4 2002,Wellspring Media,2512470.0
Q4 2002,Zeitgeist Films,179914.0
Q4 2003,Abramorama,984.0
Q4 2003,Alliance Atlantis Vivafilm,7981013.0
Q4 2003,Arrival Pictures,4168.0
Q4 2003,Artisan Entertainment,37097776.0
Q4 2003,Avatar Films,1418126.0
Q4 2003,Castle Hill Productions,48132.0
Q4 2003,Christal Films,2032546.0
Q4 2003,Cinema Four,6424.0
Q4 2003,Cowboy Pictures,1031319.0
Q4 2003,Dimension Films,110003217.0
Q4 2003,DreamWorks Distribution,306697857.0
Q4 2003,Empire Pictures Inc.,143720.0
Q4 2003,Eros International,669875.0
Q4 2003,Excel Entertainment,371127.0
Q4 2003,Fine Line Features,1266955.0
Q4 2003,First Run,500178.0
Q4 2003,Five & Two Pictures,1285167.0
Q4 2003,Focus Features,44422949.0
Q4 2003,Fox Searchlight Pictures,63928117.0
Q4 2003,IDP Distribution,6437158.0
Q4 2003,IFC Films,115566.0
Q4 2003,IMAX,76961785.0
Q4 2003,Kino International,271429.0
Q4 2003,Lionsgate,19275353.0
Q4 2003,Manifesto Films,9377.0
Q4 2003,Media Partners,1041228.0
Q4 2003,Menemsha Films,9470.0
Q4 2003,Metro-Goldwyn-Mayer (MGM),243432613.0
Q4 2003,Miramax,489639225.0
Q4 2003,New Line Cinema,865783658.0
Q4 2003,New Yorker Films,815379.0
Q4 2003,Newmarket Films,34445894.0
Q4 2003,Odeon,2473061.0
Q4 2003,Palm Pictures,209056.0
Q4 2003,Paramount Classics,1555051.0
Q4 2003,Paramount Pictures,371284963.0
Q4 2003,R.S. Entertainment,5161.0
Q4 2003,Revolution Studios,237160832.0
Q4 2003,Rialto Pictures,237845.0
Q4 2003,Screen Gems,4750602.0
Q4 2003,Seventh Art Releasing,31887.0
Q4 2003,Shadow Distribution,203975.0
Q4 2003,Small Island Films,67433.0
Q4 2003,Sony Pictures Classics,30594730.0
Q4 2003,Sony Pictures Releasing,286392705.0
Q4 2003,Sony Pictures Repertory,36416.0
Q4 2003,Strand Releasing,201278.0
Q4 2003,Sundance Film Series,389636.0
Q4 2003,THINKFilm,252755.0
Q4 2003,Twentieth Century Fox,422793675.0
Q4 2003,United Artists,24005982.0
Q4 2003,Universal Pictures,423396076.0
Q4 2003,Vitagraph Films,153859.0
Q4 2003,Walt Disney Studios Motion Pictures,445779041.0
Q4 2003,Warner Bros.,860840381.0
Q4 2003,Wellspring Media,30488.0
Q4 2003,Zeitgeist Films,137117.0
Q4 2004,Alliance Atlantis Vivafilm,4494290.0
Q4 2004,Artistic License,37284.0
Q4 2004,Atopia,12415.0
Q4 2004,Avatar Films,48749.0
Q4 2004,Castle Hill Productions,71470.0
Q4 2004,Christal Films,2004814.0
Q4 2004,Cinema Libre Studio,21842.0
Q4 2004,Dimension Films,190713471.0
Q4 2004,DreamWorks Distribution,185565352.0
Q4 2004,Empire Pictures Inc.,46168.0
Q4 2004,Eros International,621103.0
Q4 2004,Excel Entertainment,3718774.0
Q4 2004,Fine Line Features,5042238.0
Q4 2004,First Look International,1100.0
Q4 2004,First Run,70260.0
Q4 2004,Focus Features,16290476.0
Q4 2004,Fox Searchlight Pictures,110025762.0
Q4 2004,IDP Distribution,647054.0
Q4 2004,IMAX,73908734.0
Q4 2004,Icarus Films,3685.0
Q4 2004,Indican Pictures,148676.0
Q4 2004,Innovation Film Group (IFG),321700.0
Q4 2004,Kathi Arts,1416.0
Q4 2004,Kino International,290373.0
Q4 2004,Leisure Time Features,604.0
Q4 2004,Lionsgate,81276299.0
Q4 2004,Magic Lamp,21589.0
Q4 2004,Magnolia Pictures,57999.0
Q4 2004,Metro-Goldwyn-Mayer (MGM),78768902.0
Q4 2004,Miramax,366563779.0
Q4 2004,New Line Cinema,549491447.0
Q4 2004,New Yorker Films,3023134.0
Q4 2004,Newmarket Films,34827803.0
Q4 2004,Palm Pictures,351157.0
Q4 2004,Paramount Classics,2490354.0
Q4 2004,Paramount Pictures,404771994.0
Q4 2004,Regent Releasing,490575.0
Q4 2004,Revolution Studios,216930146.0
Q4 2004,Rogue Arts,11560.0
Q4 2004,Screen Media Films,13877.0
Q4 2004,Shadow Distribution,257504.0
Q4 2004,Slowhand Cinema Releasing,265015.0
Q4 2004,Small Island Films,67433.0
Q4 2004,Sony Pictures Classics,36064626.0
Q4 2004,Sony Pictures Releasing,378612419.0
Q4 2004,Strand Releasing,175540.0
Q4 2004,Sundance Film Series,6554.0
Q4 2004,THINKFilm,5055176.0
Q4 2004,TLA Releasing,121096.0
Q4 2004,Tartan,72541.0
Q4 2004,Twentieth Century Fox,421478302.0
Q4 2004,UTV Motion Pictures,1223240.0
Q4 2004,United Artists,26203153.0
Q4 2004,Universal Pictures,776825637.0
Q4 2004,Walt Disney Studios Motion Pictures,716652668.0
Q4 2004,Warner Bros.,917533917.0
Q4 2004,Warner Independent Pictures (WIP),6718026.0
Q4 2004,Wellspring Media,1205455.0
Q4 2004,Wolfe Releasing,935.0
Q4 2005,Alliance Atlantis Vivafilm,2750263.0
Q4 2005,ArtMattan Productions,6458.0
Q4 2005,Atopia,12415.0
Q4 2005,Avatar Films,48749.0
Q4 2005,Castle Hill Productions,2377.0
Q4 2005,Cineville,1720953.0
Q4 2005,Dimension Films,21479864.0
Q4 2005,DreamWorks Distribution,272875427.0
Q4 2005,Eros International,699283.0
Q4 2005,Excel Entertainment,3347647.0
Q4 2005,Fine Line Features,5880206.0
Q4 2005,First Independent Pictures,218102.0
Q4 2005,First Look International,23728.0
Q4 2005,First Run,136216.0
Q4 2005,Focus Features,129034725.0
Q4 2005,Fox Searchlight Pictures,131018704.0
Q4 2005,Giant Screen Films,21056542.0
Q4 2005,IFC Films,69879.0
Q4 2005,IMAX,73205238.0
Q4 2005,Indican Pictures,132322.0
Q4 2005,Kino International,223136.0
Q4 2005,Koch Lorber Films,346327.0
Q4 2005,Lionsgate,119954424.0
Q4 2005,Magnolia Pictures,635304.0
Q4 2005,Miramax,192458968.0
Q4 2005,New Line Cinema,61140768.0
Q4 2005,New Yorker Films,380083.0
Q4 2005,Newmarket Films,197623.0
Q4 2005,Palm Pictures,80143.0
Q4 2005,Paramount Classics,1425096.0
Q4 2005,Paramount Pictures,399844175.0
Q4 2005,Picturehouse,1400666.0
Q4 2005,Regent Releasing,490575.0
Q4 2005,Revolution Studios,132408955.0
Q4 2005,Rialto Pictures,91049.0
Q4 2005,Screen Gems,15778152.0
Q4 2005,Seventh Art Releasing,20076.0
Q4 2005,Shadow Distribution,429423.0
Q4 2005,Slowhand Cinema Releasing,872878.0
Q4 2005,Sony Pictures Classics,31192563.0
Q4 2005,Sony Pictures Releasing,320287274.0
Q4 2005,Strand Releasing,14213.0
Q4 2005,THINKFilm,4468092.0
Q4 2005,TLA Releasing,106648.0
Q4 2005,Tartan,83918.0
Q4 2005,Televisa Cine,850624.0
Q4 2005,The Cinema Guild,125185.0
Q4 2005,The Weinstein Company,73505508.0
Q4 2005,Twentieth Century Fox,404279546.0
Q4 2005,UTV Motion Pictures,2310444.0
Q4 2005,United Artists,23530892.0
Q4 2005,Universal Pictures,862947770.0
Q4 2005,Vineyard Distribution,2024782.0
Q4 2005,Vitagraph Films,6191.0
Q4 2005,Walt Disney Studios Motion Pictures,971463232.0
Q4 2005,Warner Bros.,891697840.0
Q4 2005,Warner Independent Pictures (WIP),39540235.0
Q4 2005,Wellspring Media,440570.0
Q4 2005,Wolfe Releasing,81320.0
Q4 2005,Zeitgeist Films,835398.0
Q4 2006,8x Entertainment,13189000.0
Q4 2006,ABKCO Films,80302.0
Q4 2006,Adlabs Films,1135000.0
Q4 2006,Alliance Atlantis Vivafilm,3863742.0
Q4 2006,Arab Film Distribution,218924.0
Q4 2006,Ariztical Entertainment,24736.0
Q4 2006,Arrival Pictures,440.0
Q4 2006,Balcony Releasing,48280.0
Q4 2006,Bullz Eye Productions,783.0
Q4 2006,California Newsreel,92277.0
Q4 2006,Cinema Libre Studio,1088.0
Q4 2006,DreamWorks,203857297.0
Q4 2006,DreamWorks Distribution,112013519.0
Q4 2006,Eros International,63761.0
Q4 2006,Excel Entertainment,1325092.0
Q4 2006,First Independent Pictures,218102.0
Q4 2006,First Look International,19875.0
Q4 2006,First Run,340423.0
Q4 2006,First Stripe Productions,175175.0
Q4 2006,Focus Features,120720155.0
Q4 2006,Four Eyed Monsters,3135.0
Q4 2006,Fox Atomic,6967793.0
Q4 2006,Fox Searchlight Pictures,57699287.0
Q4 2006,Giant Screen Films,21056542.0
Q4 2006,IDP Distribution,9257315.0
Q4 2006,IFC Films,139317.0
Q4 2006,IMAX,74133513.0
Q4 2006,Indican Pictures,54781.0
Q4 2006,International Film Circuit,16835.0
Q4 2006,Kino International,7305.0
Q4 2006,Libero,1706325.0
Q4 2006,Lionsgate,195924819.0
Q4 2006,Lovett Releasing,241052.0
Q4 2006,Magnolia Pictures,714867.0
Q4 2006,Maya Entertainment,52034.0
Q4 2006,Meadowbrook Pictures,122401.0
Q4 2006,Metro-Goldwyn-Mayer (MGM),78345256.0
Q4 2006,Miramax,3347411.0
Q4 2006,New Line Cinema,32619671.0
Q4 2006,New Yorker Films,107656.0
Q4 2006,Newmarket Films,519086.0
Q4 2006,Paramount Pictures,193258259.0
Q4 2006,Paramount Vantage,34302837.0
Q4 2006,Picturehouse,39272193.0
Q4 2006,Regent Releasing,30653.0
Q4 2006,Revolution Studios,58628416.0
Q4 2006,Rialto Pictures,91049.0
Q4 2006,Rogue Pictures,7300682.0
Q4 2006,Sagewood Cinema Ventures,11836.0
Q4 2006,Seventh Art Releasing,138535.0
Q4 2006,Shadow Distribution,225448.0
Q4 2006,Slowhand Cinema Releasing,283637.0
Q4 2006,Sony Pictures Classics,18343499.0
Q4 2006,Sony Pictures Releasing,739882258.0
Q4 2006,Strand Releasing,177755.0
Q4 2006,THINKFilm,280603.0
Q4 2006,TLA Releasing,16598.0
Q4 2006,Tartan,153180.0
Q4 2006,The Bigger Picture,160578.0
Q4 2006,The Cinema Guild,32084.0
Q4 2006,The Weinstein Company,127087464.0
Q4 2006,Truly Indie,91072.0
Q4 2006,Twentieth Century Fox,831579233.0
Q4 2006,UTV Motion Pictures,722847.0
Q4 2006,Universal Pictures,485003115.0
Q4 2006,Vineyard Distribution,2024782.0
Q4 2006,Walt Disney Studios Motion Pictures,699723334.0
Q4 2006,Warner Bros.,893432639.0
Q4 2006,Warner Independent Pictures (WIP),47777586.0
Q4 2006,Wellspring Media,32543.0
Q4 2006,Zeitgeist Films,815221.0
Q4 2007,518 Media,861355.0
Q4 2007,8x Entertainment,257868.0
Q4 2007,ABKCO Films,80302.0
Q4 2007,Abramorama,426855.0
Q4 2007,Alliance Atlantis Vivafilm,2830585.0
Q4 2007,Arab Film Distribution,202928.0
Q4 2007,ArtMattan Productions,7254.0
Q4 2007,Arthouse Films,8939.0
Q4 2007,Balcony Releasing,186510.0
Q4 2007,Bullz Eye Productions,1485.0
Q4 2007,California Newsreel,92277.0
Q4 2007,Cinema Libre Studio,14350.0
Q4 2007,Cineville,1720953.0
Q4 2007,City Lights Pictures,4890.0
Q4 2007,Codeblack Entertainment,20138.0
Q4 2007,Diversa Films,3615.0
Q4 2007,DreamWorks,389858843.0
Q4 2007,Elephant Eye Films,27693.0
Q4 2007,Emerging Pictures,480329.0
Q4 2007,Eros International,1316868.0
Q4 2007,Excel Entertainment,1325092.0
Q4 2007,Film Movement,64846.0
Q4 2007,First Look International,52028.0
Q4 2007,First Run,305503.0
Q4 2007,First Stripe Productions,175175.0
Q4 2007,Focus Features,51049061.0
Q4 2007,Fox Atomic,20313896.0
Q4 2007,Fox Searchlight Pictures,171265830.0
Q4 2007,Freestyle Releasing,454000.0
Q4 2007,Green Forest Films,7075.0
Q4 2007,IDP Distribution,319218.0
Q4 2007,IFC Films,378509.0
Q4 2007,IMAX,73680380.0
Q4 2007,Indican Pictures,462107.0
Q4 2007,International Film Circuit,50939.0
Q4 2007,Janus Films,337649.0
Q4 2007,Kino International,29460.0
Q4 2007,Koch Lorber Films,30857.0
Q4 2007,Libero,1706325.0
Q4 2007,Lionsgate,118504620.0
Q4 2007,Magnolia Pictures,298195.0
Q4 2007,Metro-Goldwyn-Mayer (MGM),81182282.0
Q4 2007,Miramax,84984594.0
Q4 2007,Mitropoulos Films,2431.0
Q4 2007,Monterey Media,55390.0
Q4 2007,National Geographic Entertainment,23744066.0
Q4 2007,New Line Cinema,93133896.0
Q4 2007,New Love Films,37611.0
Q4 2007,New Yorker Films,64723.0
Q4 2007,Outsider Films,1476.0
Q4 2007,Paramount Pictures,165266287.0
Q4 2007,Paramount Vantage,92284849.0
Q4 2007,Picturehouse,44795899.0
Q4 2007,Priority Films,108252.0
Q4 2007,Regent Releasing,41029.0
Q4 2007,Revolution Studios,40946255.0
Q4 2007,Rialto Pictures,100087.0
Q4 2007,Roadside Attractions,9055301.0
Q4 2007,Rocky Mountain Pictures,996428.0
Q4 2007,Screen Gems,49121934.0
Q4 2007,Screen Media Films,45088.0
Q4 2007,Seventh Art Releasing,159249.0
Q4 2007,Slowhand Cinema Releasing,900072.0
Q4 2007,Sony Pictures Classics,16420398.0
Q4 2007,Sony Pictures Releasing,528564711.0
Q4 2007,Stand Up Films,24110.0
Q4 2007,Strand Releasing,80987.0
Q4 2007,Summit Entertainment,3995018.0
Q4 2007,THINKFilm,9277571.0
Q4 2007,The Bigger Picture,35000.0
Q4 2007,The Weinstein Company,7495286.0
Q4 2007,Twentieth Century Fox,876187923.0
Q4 2007,UTV Motion Pictures,1349416.0
Q4 2007,United Artists,15002854.0
Q4 2007,Universal Pictures,308714467.0
Q4 2007,Vitagraph Films,16136.0
Q4 2007,Walt Disney Studios Motion Pictures,661896051.0
Q4 2007,Warner Bros.,1036427182.0
Q4 2007,Warner Independent Pictures (WIP),13719517.0
Q4 2007,Warrior Poets Releasing,200010.0
Q4 2007,Yari Film Group Releasing,6994913.0
Q4 2007,Zeitgeist Films,148827.0
Q4 2008,ABKCO Films,80302.0
Q4 2008,Abramorama,426855.0
Q4 2008,Adlabs Films,2192682.0
Q4 2008,Alluvial Film Company,77556.0
Q4 2008,Anchor Bay Films,34252.0
Q4 2008,Artistic License,3081.0
Q4 2008,Balcony Releasing,85222.0
Q4 2008,Cavalier Films,31059.0
Q4 2008,Cinema Libre Studio,11199.0
Q4 2008,City Lights Pictures,11884.0
Q4 2008,DreamWorks,359540300.0
Q4 2008,Emerging Pictures,508633.0
Q4 2008,Eros International,1707169.0
Q4 2008,Fair Trade Pictures,215185.0
Q4 2008,Film Movement,89658.0
Q4 2008,First Look International,6422.0
Q4 2008,Focus Features,82768366.0
Q4 2008,Fox Searchlight Pictures,355352112.0
Q4 2008,Freestyle Releasing,14794976.0
Q4 2008,IFC Films,992223.0
Q4 2008,IMAX,73185902.0
Q4 2008,Image Entertainment,173066.0
Q4 2008,Indican Pictures,5095.0
Q4 2008,International Film Circuit,45465.0
Q4 2008,Kino International,123598.0
Q4 2008,Koch Lorber Films,67500.0
Q4 2008,Liberation Entertainment,13900.0
Q4 2008,Lionsgate,155011399.0
Q4 2008,Magnolia Pictures,46172.0
Q4 2008,Maya Entertainment,3637.0
Q4 2008,Metro-Goldwyn-Mayer (MGM),8867228.0
Q4 2008,Miramax,135906913.0
Q4 2008,Monterey Media,144696.0
Q4 2008,Music Box Films,1708.0
Q4 2008,National Geographic Entertainment,23744066.0
Q4 2008,New Line Cinema,68425138.0
Q4 2008,New Love Films,37611.0
Q4 2008,Oscilloscope,911005.0
Q4 2008,Overture Films,22392778.0
Q4 2008,Paramount Pictures,209789905.0
Q4 2008,Paramount Vantage,109538305.0
Q4 2008,Picturehouse,7161284.0
Q4 2008,Priority Films,108252.0
Q4 2008,Regent Releasing,233262.0
Q4 2008,Revolution Studios,40946255.0
Q4 2008,Rialto Pictures,230320.0
Q4 2008,Roadside Attractions,9630349.0
Q4 2008,Screen Gems,80813745.0
Q4 2008,Screen Media Films,15759.0
Q4 2008,Shadow Distribution,13336.0
Q4 2008,Sony Pictures Classics,15790741.0
Q4 2008,Sony Pictures Releasing,296612683.0
Q4 2008,Strand Releasing,94970.0
Q4 2008,Summit Entertainment,201172339.0
Q4 2008,THINKFilm,7111503.0
Q4 2008,The Film Desk,64048.0
Q4 2008,The Samuel Goldwyn Company,16815.0
Q4 2008,The Weinstein Company,70593113.0
Q4 2008,Third Rail Releasing,7321.0
Q4 2008,Twentieth Century Fox,651320694.0
Q4 2008,UTV Motion Pictures,1495348.0
Q4 2008,Unison Films,22251.0
Q4 2008,United Artists,98080687.0
Q4 2008,Universal Pictures,383594771.0
Q4 2008,Vitagraph Films,16136.0
Q4 2008,Vivendi Entertainment,7013191.0
Q4 2008,Walt Disney Studios Motion Pictures,799178016.0
Q4 2008,Warner Bros.,988766425.0
Q4 2008,Warrior Poets Releasing,200010.0
Q4 2008,Yari Film Group Releasing,5812781.0
Q4 2008,Zeitgeist Films,89473.0
Q4 2009,Adlabs Films,2406207.0
Q4 2009,Aliquot Films,11799.0
Q4 2009,Anchor Bay Films,41587.0
Q4 2009,Apparition,21517038.0
Q4 2009,Arthouse Films,46078.0
Q4 2009,Balcony Releasing,85222.0
Q4 2009,Cinedigm Entertainment Group,298495.0
Q4 2009,Cinema Libre Studio,11199.0
Q4 2009,Corinth Films,36818.0
Q4 2009,DreamWorks,224125182.0
Q4 2009,Elephant Eye Films,576608.0
Q4 2009,Eros International,944979.0
Q4 2009,Fair Trade Pictures,215185.0
Q4 2009,Film Movement,16013.0
Q4 2009,First Look International,1702112.0
Q4 2009,First Run,17641.0
Q4 2009,Focus Features,49087984.0
Q4 2009,Fox Searchlight Pictures,272116489.0
Q4 2009,Freestyle Releasing,15124553.0
Q4 2009,Full Circle Releasing,397641.0
Q4 2009,IFC Films,2181472.0
Q4 2009,IMAX,72416497.0
Q4 2009,Image Entertainment,18088.0
Q4 2009,Indican Pictures,13179.0
Q4 2009,Kino International,389249.0
Q4 2009,Liberation Entertainment,13900.0
Q4 2009,Lionsgate,156275898.0
Q4 2009,Lorber Films,78279.0
Q4 2009,Magnolia Pictures,3083103.0
Q4 2009,Mangusta Productions,9890.0
Q4 2009,Maya Entertainment,4447.0
Q4 2009,Miramax,55213518.0
Q4 2009,Mitropoulos Films,38244.0
Q4 2009,Monterey Media,185958.0
Q4 2009,National Geographic Entertainment,23744066.0
Q4 2009,New Love Films,37611.0
Q4 2009,Oscilloscope,1975355.0
Q4 2009,Overture Films,128178700.0
Q4 2009,Paladin,16392.0
Q4 2009,Paramount Pictures,211332707.0
Q4 2009,Paramount Vantage,51556293.0
Q4 2009,Regent Releasing,194586.0
Q4 2009,Reliance Big Pictures,6532874.0
Q4 2009,Rialto Pictures,120306.0
Q4 2009,Roadside Attractions,4706010.0
Q4 2009,Screen Gems,45051437.0
Q4 2009,Screen Media Films,355356.0
Q4 2009,Sky Island Films,85779.0
Q4 2009,Sony Pictures Classics,27158595.0
Q4 2009,Sony Pictures Releasing,632083418.0
Q4 2009,Strand Releasing,115958.0
Q4 2009,Studio 18,300293.0
Q4 2009,Summit Entertainment,508944555.0
Q4 2009,THINKFilm,27276.0
Q4 2009,The Cinema Guild,20738.0
Q4 2009,The Film Desk,101658.0
Q4 2009,The Samuel Goldwyn Company,371708.0
Q4 2009,The Weinstein Company,94474930.0
Q4 2009,Third Rail Releasing,5702.0
Q4 2009,Truly Indie,6892.0
Q4 2009,Twentieth Century Fox,1310830236.0
Q4 2009,UTV Motion Pictures,1670217.0
Q4 2009,United Artists,83077833.0
Q4 2009,Universal Pictures,433829123.0
Q4 2009,Variance Films,318260.0
Q4 2009,Vitagraph Films,46964.0
Q4 2009,Vivendi Entertainment,1588015.0
Q4 2009,Walt Disney Studios Motion Pictures,722183318.0
Q4 2009,Warner Bros.,1058878402.0
Q4 2009,Wildcat Releasing,11268.0
Q4 2009,Zeitgeist Films,251097.0
Q4 2009,Zipporah Films,500562.0
Q4 2010,Abramorama,11362.0
Q4 2010,Anchor Bay Films,134638.0
Q4 2010,Apparition,21274460.0
Q4 2010,Area 23a,13000.0
Q4 2010,Argot Pictures,29893.0
Q4 2010,Balcony Releasing,106436.0
Q4 2010,CBS Films,23240020.0
Q4 2010,CJ Entertainment,528175.0
Q4 2010,China Lion Film Distribution,487488.0
Q4 2010,Cinema Libre Studio,54864.0
Q4 2010,Cinema Purgatorio,11565.0
Q4 2010,Drafthouse Films,304616.0
Q4 2010,DreamWorks,192530085.0
Q4 2010,Driving With Our Eyes Shut,4549.0
Q4 2010,Elephant Eye Films,576608.0
Q4 2010,Embrem Entertainment,13304.0
Q4 2010,Eros International,2272417.0
Q4 2010,Film Movement,6203.0
Q4 2010,First Look International,1702112.0
Q4 2010,First Run,158333.0
Q4 2010,Focus Features,25395958.0
Q4 2010,Fox Searchlight Pictures,185705029.0
Q4 2010,Freestyle Releasing,4815303.0
Q4 2010,GKIDS,80768.0
Q4 2010,IFC Films,1180018.0
Q4 2010,IMAX,18627957.0
Q4 2010,Indican Pictures,53064.0
Q4 2010,Kino International,17886.0
Q4 2010,Lionsgate,182928266.0
Q4 2010,Lorber Films,83515.0
Q4 2010,Magnolia Pictures,1823055.0
Q4 2010,Miramax,237254.0
